date,sessions,conversions,total_revenue,avg_page_load_ms,bounce_count,conversion_rate,bounce_rate,revenue_per_session,avg_steps,conversion_rate_7d_ma,revenue_per_session_7d_ma,avg_page_load_ms_7d_ma,bounce_rate_7d_ma,conversion_rate_7d_std,revenue_per_session_7d_std,cr_zscore,rps_zscore,cr_anomaly,rps_anomaly
2024-02-09,10160,71,82629.93,1956.0,3531,0.006988,0.347539,8.13,2.3257874015748032,0.0069718905265501825,8.499291057336409,1957.7553790544496,0.3514681833527374,0.0006651631836433749,1.0253216895917727,0.025,-0.357,False,False
2024-02-10,13158,96,125503.23,1956.6,4636,0.007296,0.352333,9.54,2.3300653594771243,0.007103282825950728,8.74929171563299,1957.0688205896938,0.35130159256678833,0.0006169766890686291,1.0363213751534712,0.312,0.761,False,False
2024-02-11,13204,88,121720.61,1967.8,4559,0.006665,0.345274,9.22,2.343532262950621,0.006941896823056256,8.591481377579004,1958.2558237402307,0.3498133120146427,0.000550222991966716,0.8177792067178398,-0.504,0.767,False,False
2024-02-12,10211,66,86251.22,1969.2,3521,0.006464,0.344824,8.45,2.3370874547057094,0.006893647879508716,8.703995621617285,1960.0860836783631,0.34904962275455276,0.0005786733030817199,0.7159947961963873,-0.743,-0.359,False,False
2024-02-13,10225,55,66597.2,1947.7,3612,0.005379,0.353252,6.51,2.3326161369193152,0.006705942125124101,8.38807891346742,1958.76529495666,0.34931732003811355,0.0008181776430748693,1.0936593565224757,-1.622,-1.714,False,False
2024-02-14,10241,67,91680.42,1962.5,3605,0.006542,0.352016,8.95,2.3218435699638706,0.006753336700446484,8.589018915980754,1959.4812486184096,0.34989266941774894,0.0007939497770520363,1.0410459680273416,-0.266,0.349,False,False
2024-02-15,10084,84,116076.37,1960.8,3495,0.00833,0.346589,11.51,2.3408369694565647,0.006809103725029168,8.901829164371671,1960.0911334764883,0.3488325448042066,0.0008980500028322302,1.5176277743203495,1.694,1.719,False,False
2024-02-16,10177,66,75658.45,1962.9,3532,0.006485,0.347057,7.43,2.324751891520094,0.006737249835830858,8.802027949571608,1961.0795344665346,0.3487636475808973,0.0009014485064531828,1.5974929874771415,-0.28,-0.856,False,False
2024-02-17,13218,85,102777.86,1948.4,4743,0.006431,0.358829,7.78,2.3104857013163866,0.006613633160540151,8.550232128391844,1959.9137778887682,0.3496916030649766,0.0008708780249614188,1.601028252097912,-0.21,-0.484,False,False
2024-02-18,13040,102,138134.08,1961.5,4585,0.007822,0.35161,10.59,2.32829754601227,0.006778981562386881,8.746609190583976,1959.0142564327036,0.350596784508148,0.0009846273514106884,1.7718442762060491,1.059,1.042,False,False
2024-02-19,10174,65,82506.68,1960.5,3638,0.006389,0.357578,8.11,2.3068606251228623,0.0067682982218506,8.698419056418079,1957.757222098719,0.3524187746755199,0.0009890153102451054,1.7858861644565327,-0.384,-0.33,False,False
2024-02-20,10049,65,76891.18,1948.0,3488,0.006468,0.347099,7.65,2.349487511195144,0.006923917107404297,8.861054976873096,1957.803107048007,0.35153982897713326,0.0008019931952563081,1.595392493192588,-0.568,-0.758,False,False
2024-02-21,10232,73,89468.73,1955.7,3587,0.007134,0.350567,8.74,2.331411258795934,0.007008509994825489,8.831300713301044,1956.8315380469867,0.3513327496132584,0.0007861080013514832,1.5953495413677252,0.16,-0.055,False,False
2024-02-22,10113,72,77946.34,1950.5,3510,0.00712,0.347078,7.71,2.335607633738752,0.006835584470320453,8.287956963293514,1955.3507024984879,0.3514026586270657,0.0005422779944880908,1.1020156471587328,0.524,-0.527,False,False
2024-02-23,10080,69,88222.61,1953.0,3521,0.006845,0.349306,8.75,2.3239087301587302,0.006887016805070212,8.476240453746621,1953.9338440834767,0.3517238680613487,0.0005201294222202619,1.0428516136258017,-0.08,0.265,False,False
2024-02-24,13176,92,104617.68,1957.6,4554,0.006982,0.345628,7.94,2.3491955069823924,0.0069658407083361944,8.499728994967763,1955.250832251859,0.349838088858126,0.00047967317803761044,1.0261586935561124,0.035,-0.545,False,False
2024-02-25,13322,91,117015.38,1945.4,4619,0.006831,0.34672,8.78,2.333058099384477,0.006824229322005755,8.241231178133708,1952.9448594548899,0.3491394149020031,0.00029586600718322015,0.5080413130788658,0.022,1.068,False,False
2024-02-26,10032,60,72271.33,1958.7,3528,0.005981,0.351675,7.2,2.3293460925039873,0.0067659474592273935,8.111876651919456,1952.6899156538898,0.34829605787208173,0.00041294543867200585,0.6441859866247248,-1.901,-1.409,False,False
2024-02-27,10146,72,84254.41,1954.6,3560,0.007096,0.350877,8.3,2.315592351665681,0.006855674225377474,8.205101601531974,1953.6307302575278,0.34883576917641484,0.00040566623119499766,0.6129401647968961,0.593,0.162,False,False
2024-02-28,10264,71,96922.78,1959.6,3592,0.006917,0.349961,9.44,2.326675759937646,0.006824660093293051,8.304954647106685,1954.1827756917733,0.3487492234246719,0.00038874423045845956,0.7556791736093577,0.239,1.506,False,False
2024-02-29,10135,67,85855.58,1955.8,3558,0.006611,0.351061,8.47,2.3235323137641837,0.006751975195413076,8.414048651562934,1954.9446178991445,0.349318175198516,0.00037160614149103115,0.7087226014407619,-0.38,0.081,False,False
2024-03-01,10230,54,63522.96,1973.5,3586,0.005279,0.350538,6.21,2.3341153470185727,0.006528168664002858,8.050796501607156,1957.8805824658118,0.34949418646323693,0.0006633350294502309,1.0673813564518457,-1.884,-1.725,False,False
2024-03-02,13327,95,111238.25,1960.3,4589,0.007128,0.344339,8.35,2.3320327155398815,0.006549024914724031,8.108912970317771,1958.2659144685563,0.3493099215369286,0.0006820284780824725,1.0714119318494797,0.849,0.222,False,False
2024-03-03,13150,98,121048.61,1967.6,4589,0.007452,0.348973,9.21,2.3309505703422055,0.006637834242957212,8.169141243725507,1961.4347968855307,0.3496318747191323,0.0007607652297885449,1.126114532968509,1.071,0.92,False,False
2024-03-04,10220,80,100671.42,1954.0,3571,0.007828,0.349413,9.85,2.3232876712328765,0.006901681015198258,8.547191606746116,1960.7617100939876,0.34930877110526765,0.0008133935643735074,1.1905003175490414,1.139,1.095,False,False
2024-03-05,10146,71,99951.98,1966.8,3551,0.006998,0.34999,9.85,2.330080820027597,0.006887600871017581,8.768215655632376,1962.5042110091968,0.3491820498076415,0.0008103084915497003,1.27825504012467,0.136,0.847,False,False
2024-03-06,10131,72,90539.45,1978.0,3482,0.007107,0.343698,8.94,2.3475471325634194,0.006914674939172585,8.695914046303715,1965.1336489920427,0.34828726882191935,0.0008146239569613427,1.247674950007818,0.236,0.193,False,False
2024-03-07,10191,65,86905.32,1969.0,3546,0.006378,0.347954,8.53,2.3269551565106465,0.006881449512404378,8.70397932766981,1967.0237612347735,0.34784346829589063,0.0008336074644539687,1.246161775792174,-0.604,-0.141,False,False
2024-03-08,10050,45,50696.17,1963.2,3430,0.004478,0.341294,5.04,2.332636815920398,0.006767023735966083,8.53753890181417,1965.5499518276827,0.3465228822858487,0.0011020465576886567,1.6479087022613519,-2.077,-2.12,True,True
2024-03-09,13221,109,138701.28,1966.5,4613,0.008244,0.348915,10.49,2.3494440662582257,0.006926462820044814,8.84384590636933,1966.423878819969,0.3471766029623324,0.0012356730903041247,1.7989081932617796,1.067,0.916,False,False
2024-03-10,13272,101,123072.05,1963.7,4619,0.00761,0.348026,9.27,2.3295660036166366,0.0069489677550216445,8.853537668469558,1965.876877887816,0.34704125084776566,0.0012482206545922075,1.8013606792847539,0.53,0.233,False,False
2024-03-11,10139,60,71896.92,1970.7,3486,0.005918,0.343821,7.09,2.332182661011934,0.0066761041432344325,8.459350935927763,1968.2729562807374,0.3462423899595962,0.0012327641389679584,1.848153014874428,-0.615,-0.74,False,False
2024-03-12,10203,70,96668.57,1956.9,3546,0.006861,0.347545,9.47,2.3369597177300796,0.006656517797418855,8.405516097749524,1966.8682820111076,0.3458930607958734,0.001227880032991367,1.8058513764243482,0.166,0.592,False,False
2024-03-13,10118,64,79842.36,1960.9,3637,0.006325,0.359458,7.89,2.2957106147459974,0.006544869387159848,8.256123068857622,1964.4290752292738,0.3481446078026958,0.0012155725600728575,1.7978056393153994,-0.181,-0.203,False,False
2024-03-14,10117,80,102999.95,1955.5,3536,0.007907,0.349511,10.18,2.314124740535732,0.006763341620386508,8.492298055543426,1962.5008455253605,0.3483669860021534,0.0013140596789033908,1.942212471139908,0.871,0.869,False,False
2024-03-15,10138,58,64293.42,1950.8,3571,0.005721,0.352239,6.34,2.3327086210297887,0.006940975559868142,8.677645168778087,1960.7293729003225,0.3499306385844355,0.0010001210745173492,1.5879316038058047,-1.22,-1.471,False,False
2024-03-16,13047,97,137082.6,1963.6,4512,0.007435,0.345827,10.51,2.3446769372269487,0.006825289807976733,8.679908972825396,1960.3228775654916,0.34948949876429086,0.000861435207859275,1.5909560269690315,0.707,1.148,False,False
2024-03-17,13085,84,108010.88,1964.5,4569,0.00642,0.349178,8.25,2.3303018723729463,0.006655226716401702,8.534408587294653,1960.435255889482,0.3496541458181226,0.0007956975022114451,1.5741532222483046,-0.296,-0.178,False,False
2024-03-18,10121,63,70460.01,1972.8,3541,0.006225,0.349867,6.96,2.3270427823337614,0.00669907500045903,8.515928344749952,1960.7336436459761,0.3505178207233891,0.0007557376091612213,1.5945482721893476,-0.628,-0.975,False,False
2024-03-19,10100,77,97555.29,1961.5,3547,0.007624,0.351188,9.66,2.328316831683168,0.006808080020337672,8.542273408235591,1961.3790435133922,0.35103828916037016,0.0008339241212694898,1.6144253631953447,0.978,0.692,False,False
2024-03-20,10013,109,136263.7,1959.3,3515,0.010886,0.351044,13.61,2.316888045540797,0.007459578256602516,9.35906740006564,1961.1401744042596,0.34983618234285524,0.0017125324333238355,2.45671228649937,2.001,1.73,True,False
2024-03-21,10087,101,130851.13,1966.6,3587,0.010013,0.355606,12.97,2.311985724199465,0.007760350459489658,9.75783535261517,1962.7264872141566,0.35070696824459147,0.0019698616035816424,2.8130424439683774,1.144,1.143,False,False
2024-03-22,9958,102,116262.24,1969.9,3523,0.010243,0.353786,11.68,2.310905804378389,0.008406346340948938,10.519754677596566,1965.4531083493623,0.35092793972587816,0.001930710438938841,2.4297801341460463,0.951,0.476,False,False
2024-03-23,13162,133,156209.55,1958.5,4701,0.010105,0.357165,11.87,2.3269259990882842,0.008787801766519355,10.714239500214116,1964.7277896688217,0.3525476451323163,0.0019701112015774193,2.482485921237146,0.669,0.465,False,False
2024-03-24,13212,120,167875.19,1947.1,4672,0.009083,0.353618,12.71,2.3273539206781715,0.00916824287333663,11.350197949729026,1962.237312248584,0.35318185577445027,0.0016709911869646373,2.311689473540145,-0.051,0.587,False,False
2024-03-25,10275,100,127082.25,1951.0,3629,0.009732,0.353187,12.37,2.3413138686131387,0.00966933983644039,12.122532025452397,1959.1213672184845,0.3536562463402963,0.0010527152155371821,1.2692335866550697,0.06,0.193,False,False
2024-03-26,10211,98,133397.63,1947.0,3584,0.009597,0.350994,13.06,2.3336597786700617,0.009951301339808432,12.608984978205877,1957.0566691526244,0.35362851880293306,0.0005647292509222165,0.6863611823383983,-0.627,0.663,False,False
2024-03-27,10352,60,73947.94,1962.4,3616,0.005796,0.349304,7.14,2.331626738794436,0.009224177490633515,11.685366325008577,1957.4980359468343,0.3533800672260616,0.0015602273486804668,2.0707828043456202,-2.197,-2.193,True,True
2024-03-28,10065,60,78128.64,1957.1,3573,0.005961,0.354993,7.76,2.3304520615996025,0.008645372345977502,10.941102604854015,1956.1300060040578,0.3532923990260527,0.0019272332539190585,2.43532569909416,-1.393,-1.305,False,False
2024-03-29,10061,71,100372.13,1950.4,3510,0.007057,0.348872,9.98,2.346685220157042,0.008190219760594777,10.698402194648896,1953.3459967119663,0.3525903962745415,0.001862159054283626,2.4346214483115656,-0.609,-0.297,False,False
2024-03-30,13123,92,113422.37,1967.5,4553,0.007011,0.346948,8.64,2.3429093957174425,0.007748183303820064,10.237659122982611,1954.6211061624194,0.3511309022348682,0.001691339081430263,2.481075370843043,-0.436,-0.643,False,False
2024-03-31,13148,92,112007.02,1970.9,4547,0.006997,0.345832,8.52,2.340127776087618,0.0074502704190424025,9.639469621499254,1958.0227102484982,0.3500186368938975,0.0015982062108888975,2.28362176505134,-0.283,-0.491,False,False
2024-04-01,10150,83,95911.68,1967.2,3473,0.008177,0.342167,9.45,2.348669950738916,0.0072281246767787214,9.222515965956996,1960.3324041620065,0.3484443711443054,0.00131026932168373,1.9435062128262306,0.724,0.117,False,False
2024-04-02,10095,70,95640.7,1963.8,3577,0.006934,0.354334,9.47,2.3191679049034177,0.0068476436632130015,8.709652551136296,1962.7280462924914,0.34892148579826193,0.0007916231343100654,1.0105713733447017,0.109,0.756,False,False
2024-04-03,10304,64,76798.67,1950.5,3602,0.006211,0.349573,7.45,2.340547360248447,0.006906957759122181,8.75392954080707,1961.032246514765,0.34895984281837666,0.0007111573218601345,0.9344292878504192,-0.978,-1.392,False,False
2024-04-04,10149,74,87807.66,1955.2,3634,0.007291,0.358065,8.65,2.3133313626958323,0.007096973029360165,8.880993117780971,1960.770512330269,0.3493987407524651,0.0005823991016006829,0.8319893586290593,0.334,-0.275,False,False
2024-04-05,10112,60,75156.87,1972.5,3469,0.005934,0.343058,7.43,2.3417721518987342,0.006936486131444683,8.517576890691961,1963.932552729196,0.3485681509870144,0.0007310728115001329,0.829378419323221,-1.372,-1.308,False,False
2024-04-06,13349,92,119242.43,1958.9,4676,0.006892,0.350288,8.93,2.3186006442430145,0.006919530406431675,8.558957595086191,1962.7083244094442,0.34904533737827487,0.0007304437359480087,0.8437816034068341,-0.038,0.443,False,False
2024-04-07,12999,86,106203.6,1953.2,4541,0.006616,0.349335,8.17,2.33856450496192,0.006865049204901953,8.50912850960316,1960.1789582927242,0.3495456943045362,0.0007378644929992619,0.8567384353154276,-0.338,-0.396,False,False
2024-04-08,10032,68,89121.76,1968.2,3462,0.006778,0.345096,8.88,2.342603668261563,0.0066651877061034565,8.428317281802356,1960.3323579051673,0.3499640094609898,0.0004605193895628204,0.7761518928038414,0.246,0.587,False,False
2024-04-09,10110,73,89858.18,1972.0,3577,0.007221,0.353808,8.89,2.324826904055391,0.006706108832469532,8.344600579872974,1961.5110446918427,0.34988890691147134,0.0004994785227947589,0.6687268598517514,1.03,0.813,False,False
2024-04-10,10160,59,69733.86,1958.5,3529,0.005807,0.347343,6.86,2.338188976377953,0.006648381188176622,8.260355126252463,1962.6526812880254,0.34957026952841136,0.000582642246542217,0.81980766845543,-1.444,-1.704,False,False
2024-04-11,10185,50,66833.13,1958.0,3533,0.004909,0.346883,6.56,2.3466863033873344,0.006308069961370197,7.961792860710076,1963.0487334136883,0.3479728176170142,0.0007997447351707529,1.0115953646893197,-1.749,-1.384,False,False
2024-04-12,10195,73,93635.75,1972.3,3600,0.00716,0.353114,9.18,2.3298675821481116,0.006483331165360735,8.212083439825884,1963.0190723895264,0.3494094631223367,0.0008375246230624459,1.0736372017935958,0.808,0.906,False,False
2024-04-13,13195,89,116021.24,1947.2,4602,0.006745,0.348768,8.79,2.3325502084122776,0.0064623421858807425,8.192102318155404,1961.3444262450137,0.3491923290922605,0.0008273583199730089,1.0591955269362991,0.342,0.567,False,False
2024-04-14,13115,86,103221.04,1947.0,4690,0.006557,0.357606,7.87,2.3112466641250475,0.006453982688581995,8.149290970243404,1960.4598974257622,0.3503739334771319,0.0008258425171992426,1.0662640916044726,0.125,-0.262,False,False
2024-04-15,10030,54,66036.91,1965.9,3480,0.005384,0.346959,6.58,2.3421734795613163,0.006254773980688813,7.820746852539556,1960.1236332262213,0.3506401375988747,0.0008994726112830643,1.1530268209467798,-0.968,-1.073,False,False
2024-04-16,10147,76,97489.08,1967.3,3538,0.00749,0.348674,9.61,2.3195033014684143,0.006293248952510064,7.923550526674466,1959.4498389223693,0.349906762497171,0.0009519022260685103,1.2882043648080235,1.257,1.307,False,False
2024-04-17,10126,66,79002.04,1966.5,3510,0.006518,0.346632,7.8,2.339917045230101,0.006394790118742421,8.057597835476697,1960.5949350161432,0.3498053213085659,0.0009290349626589446,1.205700344779702,0.132,-0.212,False,False
2024-04-18,9940,61,69280.94,1955.6,3510,0.006137,0.353119,6.97,2.3111670020120725,0.006570167369976876,8.115882971921284,1960.2548261745812,0.35069618440565603,0.0006859113991568425,1.128752814310772,-0.632,-1.015,False,False
2024-04-19,10130,66,84744.58,1956.9,3542,0.006515,0.349654,8.37,2.327344521224087,0.006478014277712917,7.99891528117998,1958.0541179776521,0.3502019301066942,0.0006348319040173456,1.0383675665940184,0.059,0.353,False,False
2024-04-20,13128,90,119766.15,1957.0,4658,0.006856,0.354814,9.12,2.333180987202925,0.006493813807655871,8.04607760422945,1959.4563759014407,0.35106559650876534,0.0006438949719153867,1.0868038502767996,0.562,0.991,False,False
2024-04-21,13113,81,90920.51,1958.6,4613,0.006177,0.351788,6.93,2.3216655227636696,0.006439485112621481,7.912243251334917,1961.1158828681384,0.350234526050766,0.0006536086489664968,1.1667763117003869,-0.401,-0.839,False,False
2024-04-22,10134,73,85315.6,1945.0,3586,0.007203,0.353858,8.42,2.327708703374778,0.006699431541343997,8.1743589062029,1958.1342509039562,0.35122012264562713,0.0005098251350628959,1.014841990253918,0.989,0.241,False,False
2024-04-23,10075,63,87201.9,1956.0,3580,0.006253,0.355335,8.66,2.3206947890818856,0.006522746290602217,8.038301800390702,1956.5254177118238,0.35217162300613764,0.00039059325800061063,0.8393181776050866,-0.69,0.735,False,False
2024-04-24,10304,62,72458.28,1966.9,3682,0.006017,0.357337,7.03,2.3004658385093166,0.006451204285965343,7.928323730701441,1956.5840571381048,0.3537008408856998,0.00043497598826595604,0.9218381549869609,-0.998,-0.972,False,False
2024-04-25,10042,67,83362.32,1962.3,3552,0.006672,0.353714,8.3,2.325034853614818,0.0065276552528415145,8.118531270817948,1957.542744830882,0.3537859390640378,0.00041717610392303614,0.8232123732367227,0.346,0.222,False,False
2024-04-26,10118,64,76900.89,1956.3,3569,0.006325,0.352738,7.6,2.3201225538644,0.006500520918176711,8.009202753694284,1957.460711443385,0.35422639671940886,0.0004242310589879637,0.8356398688598435,-0.413,-0.489,False,False
2024-04-27,13178,84,115768.16,1957.9,4566,0.006374,0.346487,8.78,2.329943845803612,0.006431761527054942,7.960917324107527,1957.5893845539067,0.3530367439768938,0.00039509803429632986,0.7675495970853756,-0.146,1.074,False,False
2024-04-28,13198,118,149523.12,1952.0,4589,0.008941,0.347704,11.33,2.340581906349447,0.006826571871959637,8.588861521475229,1956.6447341111705,0.3524533005369434,0.0010062835734077397,1.357985660970329,2.101,2.018,True,True
