user_id,segment_id,segment_name,total_sessions,conversion_rate,revenue_per_session,days_active
U0728075,0,One-Time Browsers,1,0.0,0.0,1
U0610332,0,One-Time Browsers,2,0.0,0.0,2
U0874868,1,One-Time Browsers,1,0.0,0.0,1
U1110491,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0168699,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0964302,1,One-Time Browsers,2,0.0,0.0,2
U0777004,1,One-Time Browsers,2,0.0,0.0,2
U0557360,0,One-Time Browsers,1,0.0,0.0,1
U1180849,1,One-Time Browsers,2,0.0,0.0,2
U0920571,0,One-Time Browsers,2,0.0,0.0,2
U0067299,0,One-Time Browsers,1,0.0,0.0,1
U1040381,0,One-Time Browsers,2,0.0,0.0,2
U0555611,0,One-Time Browsers,1,0.0,0.0,1
U0492717,0,One-Time Browsers,1,0.0,0.0,1
U0372864,1,One-Time Browsers,1,0.0,0.0,1
U0990971,0,One-Time Browsers,1,0.0,0.0,1
U0913090,0,One-Time Browsers,2,0.0,0.0,2
U1133584,1,One-Time Browsers,4,0.0,0.0,4
U1094304,0,One-Time Browsers,1,0.0,0.0,1
U1198177,0,One-Time Browsers,2,0.0,0.0,2
U0412938,1,One-Time Browsers,4,0.0,0.0,4
U0767464,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0392306,0,One-Time Browsers,2,0.0,0.0,2
U0474914,1,One-Time Browsers,2,0.0,0.0,2
U1074027,0,One-Time Browsers,2,0.0,0.0,2
U0520832,0,One-Time Browsers,2,0.0,0.0,2
U0452750,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0015090,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0898082,0,One-Time Browsers,1,0.0,0.0,1
U0698451,0,One-Time Browsers,1,0.0,0.0,1
U0476548,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0428274,1,One-Time Browsers,3,0.0,0.0,3
U0046335,1,One-Time Browsers,2,0.0,0.0,2
U0480734,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0019824,0,One-Time Browsers,2,0.0,0.0,2
U0891896,0,One-Time Browsers,2,0.0,0.0,2
U0764697,1,One-Time Browsers,1,0.0,0.0,1
U0357691,1,One-Time Browsers,2,0.0,0.0,2
U0117991,0,One-Time Browsers,2,0.0,0.0,2
U0315529,0,One-Time Browsers,1,0.0,0.0,1
U0970877,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0280883,1,One-Time Browsers,2,0.0,0.0,2
U0043326,0,One-Time Browsers,2,0.0,0.0,2
U0288280,1,One-Time Browsers,3,0.0,0.0,3
U0710129,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0095806,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0244598,0,One-Time Browsers,1,0.0,0.0,1
U0066625,1,One-Time Browsers,2,0.0,0.0,2
U0123405,0,One-Time Browsers,1,0.0,0.0,1
U0988729,1,One-Time Browsers,2,0.0,0.0,2
U0797925,1,One-Time Browsers,1,0.0,0.0,1
U0272420,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0291222,1,One-Time Browsers,4,0.0,0.0,4
U0373820,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0310910,0,One-Time Browsers,2,0.0,0.0,2
U0088336,0,One-Time Browsers,1,0.0,0.0,1
U0841670,0,One-Time Browsers,1,0.0,0.0,1
U0813195,1,One-Time Browsers,1,0.0,0.0,1
U0397826,0,One-Time Browsers,2,0.0,0.0,2
U0355449,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0837572,0,One-Time Browsers,1,0.0,0.0,1
U1095492,1,One-Time Browsers,1,0.0,0.0,1
U0530456,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0664122,1,One-Time Browsers,1,0.0,0.0,1
U1177721,1,One-Time Browsers,1,0.0,0.0,1
U0517508,0,One-Time Browsers,1,0.0,0.0,1
U0715907,0,One-Time Browsers,1,0.0,0.0,1
U1076236,1,One-Time Browsers,3,0.0,0.0,3
U0475066,1,One-Time Browsers,2,0.0,0.0,2
U0644972,0,One-Time Browsers,1,0.0,0.0,1
U0726886,1,One-Time Browsers,1,0.0,0.0,1
U0187240,1,One-Time Browsers,2,0.0,0.0,2
U1066449,1,One-Time Browsers,4,0.0,0.0,4
U0425111,1,One-Time Browsers,2,0.0,0.0,2
U0585647,1,One-Time Browsers,1,0.0,0.0,1
U0971740,0,One-Time Browsers,2,0.0,0.0,2
U0688054,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0930611,1,One-Time Browsers,3,0.0,0.0,3
U0317627,0,One-Time Browsers,1,0.0,0.0,1
U0552378,0,One-Time Browsers,2,0.0,0.0,2
U0000515,1,One-Time Browsers,2,0.0,0.0,2
U0452996,0,One-Time Browsers,2,0.0,0.0,2
U0428785,0,One-Time Browsers,1,0.0,0.0,1
U1147513,0,One-Time Browsers,1,0.0,0.0,1
U0400518,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0663764,0,One-Time Browsers,2,0.0,0.0,2
U0455459,1,One-Time Browsers,1,0.0,0.0,1
U0762134,0,One-Time Browsers,1,0.0,0.0,1
U0482250,0,One-Time Browsers,2,0.0,0.0,2
U1112556,0,One-Time Browsers,1,0.0,0.0,1
U1126096,3,High-Value Loyal Buyers,1,1.0,2010.05,1
U0552924,1,One-Time Browsers,4,0.0,0.0,4
U1063271,1,One-Time Browsers,3,0.0,0.0,3
U0840027,0,One-Time Browsers,2,0.0,0.0,2
U0723724,1,One-Time Browsers,1,0.0,0.0,1
U1008645,0,One-Time Browsers,1,0.0,0.0,1
U0568658,0,One-Time Browsers,1,0.0,0.0,1
U0038977,1,One-Time Browsers,1,0.0,0.0,1
U0693085,1,One-Time Browsers,2,0.0,0.0,2
U0571244,1,One-Time Browsers,2,0.0,0.0,2
U0029213,1,One-Time Browsers,1,0.0,0.0,1
U0792858,0,One-Time Browsers,1,0.0,0.0,1
U0059751,1,One-Time Browsers,2,0.0,0.0,2
U0999755,3,High-Value Loyal Buyers,3,0.3333333333333333,568.4366666666666,3
U0362855,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0141226,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1181169,0,One-Time Browsers,1,0.0,0.0,1
U0580493,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0422572,0,One-Time Browsers,2,0.0,0.0,2
U0082860,0,One-Time Browsers,1,0.0,0.0,1
U0612614,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0014815,1,One-Time Browsers,1,0.0,0.0,1
U0949980,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0587854,0,One-Time Browsers,1,0.0,0.0,1
U0361122,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1139652,1,One-Time Browsers,3,0.0,0.0,3
U0691583,1,One-Time Browsers,1,0.0,0.0,1
U0596477,0,One-Time Browsers,1,0.0,0.0,1
U0261586,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0982808,1,One-Time Browsers,2,0.0,0.0,2
U0192106,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0179525,0,One-Time Browsers,1,0.0,0.0,1
U0037882,0,One-Time Browsers,1,0.0,0.0,1
U0076901,1,One-Time Browsers,1,0.0,0.0,1
U0857940,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0198857,1,One-Time Browsers,1,0.0,0.0,1
U0154646,1,One-Time Browsers,4,0.0,0.0,4
U0628539,1,One-Time Browsers,2,0.0,0.0,2
U0480689,0,One-Time Browsers,1,0.0,0.0,1
U0427249,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0267224,1,One-Time Browsers,3,0.0,0.0,3
U0852024,0,One-Time Browsers,1,0.0,0.0,1
U0587506,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1010331,1,One-Time Browsers,1,0.0,0.0,1
U0187867,1,One-Time Browsers,3,0.0,0.0,3
U1039382,1,One-Time Browsers,2,0.0,0.0,2
U0578511,1,One-Time Browsers,2,0.0,0.0,2
U0051025,1,One-Time Browsers,1,0.0,0.0,1
U0413544,1,One-Time Browsers,2,0.0,0.0,2
U0167087,1,One-Time Browsers,2,0.0,0.0,2
U0849255,1,One-Time Browsers,1,0.0,0.0,1
U0553578,0,One-Time Browsers,1,0.0,0.0,1
U0770331,0,One-Time Browsers,2,0.0,0.0,2
U0570973,1,One-Time Browsers,3,0.0,0.0,3
U0671571,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0124630,1,One-Time Browsers,3,0.0,0.0,3
U0146713,1,One-Time Browsers,2,0.0,0.0,2
U0173148,0,One-Time Browsers,1,0.0,0.0,1
U0912326,1,One-Time Browsers,1,0.0,0.0,1
U0151857,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1076463,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0199568,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0515842,2,Window Shoppers (Retargetable),6,0.0,0.0,5
U0920566,0,One-Time Browsers,1,0.0,0.0,1
U1198255,1,One-Time Browsers,3,0.0,0.0,3
U0807093,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0979867,0,One-Time Browsers,1,0.0,0.0,1
U0010774,1,One-Time Browsers,1,0.0,0.0,1
U0968569,0,One-Time Browsers,2,0.0,0.0,2
U1115499,1,One-Time Browsers,2,0.0,0.0,2
U1177698,0,One-Time Browsers,2,0.0,0.0,2
U0411422,0,One-Time Browsers,1,0.0,0.0,1
U0328021,1,One-Time Browsers,2,0.0,0.0,2
U1051393,1,One-Time Browsers,1,0.0,0.0,1
U0381410,0,One-Time Browsers,1,0.0,0.0,1
U0377217,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0378157,1,One-Time Browsers,4,0.0,0.0,4
U0882855,0,One-Time Browsers,1,0.0,0.0,1
U0074206,1,One-Time Browsers,3,0.0,0.0,3
U1144351,1,One-Time Browsers,2,0.0,0.0,2
U0923887,0,One-Time Browsers,1,0.0,0.0,1
U0310416,0,One-Time Browsers,2,0.0,0.0,2
U0790193,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0561814,1,One-Time Browsers,2,0.0,0.0,2
U0138655,1,One-Time Browsers,2,0.0,0.0,2
U0459558,0,One-Time Browsers,2,0.0,0.0,2
U0813425,1,One-Time Browsers,4,0.0,0.0,4
U0908128,1,One-Time Browsers,2,0.0,0.0,2
U1183590,1,One-Time Browsers,2,0.0,0.0,2
U0409235,1,One-Time Browsers,3,0.0,0.0,3
U0709043,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0361623,0,One-Time Browsers,1,0.0,0.0,1
U0836566,1,One-Time Browsers,1,0.0,0.0,1
U0887824,1,One-Time Browsers,3,0.0,0.0,3
U0759297,1,One-Time Browsers,1,0.0,0.0,1
U0037889,1,One-Time Browsers,2,0.0,0.0,2
U0288179,1,One-Time Browsers,2,0.0,0.0,2
U0600795,1,One-Time Browsers,4,0.25,263.9,3
U0997689,0,One-Time Browsers,2,0.0,0.0,2
U0406323,0,One-Time Browsers,2,0.0,0.0,2
U0941953,0,One-Time Browsers,1,0.0,0.0,1
U0633439,1,One-Time Browsers,2,0.0,0.0,2
U0569138,1,One-Time Browsers,2,0.0,0.0,2
U1182878,0,One-Time Browsers,2,0.0,0.0,2
U0906577,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0990723,0,One-Time Browsers,1,0.0,0.0,1
U0503355,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0094833,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U1158409,1,One-Time Browsers,2,0.0,0.0,2
U1043347,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0391190,0,One-Time Browsers,2,0.0,0.0,2
U0847898,1,One-Time Browsers,1,0.0,0.0,1
U1093514,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0891720,1,One-Time Browsers,1,0.0,0.0,1
U0625086,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0874305,0,One-Time Browsers,2,0.0,0.0,2
U0580529,0,One-Time Browsers,1,0.0,0.0,1
U0384344,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0923966,0,One-Time Browsers,1,0.0,0.0,1
U0449904,1,One-Time Browsers,2,0.0,0.0,2
U0348859,0,One-Time Browsers,1,0.0,0.0,1
U1110905,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0812669,1,One-Time Browsers,2,0.0,0.0,2
U0121411,1,One-Time Browsers,1,0.0,0.0,1
U0237009,1,One-Time Browsers,2,0.0,0.0,2
U0577547,0,One-Time Browsers,1,0.0,0.0,1
U0214853,0,One-Time Browsers,2,0.0,0.0,2
U0744073,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0956353,0,One-Time Browsers,1,0.0,0.0,1
U0780972,1,One-Time Browsers,1,0.0,0.0,1
U1185155,0,One-Time Browsers,2,0.0,0.0,2
U0278051,0,One-Time Browsers,1,0.0,0.0,1
U0299287,0,One-Time Browsers,1,0.0,0.0,1
U0164690,1,One-Time Browsers,2,0.0,0.0,2
U0085979,0,One-Time Browsers,2,0.0,0.0,2
U0288609,0,One-Time Browsers,1,0.0,0.0,1
U0724890,0,One-Time Browsers,1,0.0,0.0,1
U1091545,0,One-Time Browsers,1,0.0,0.0,1
U0481243,0,One-Time Browsers,2,0.0,0.0,2
U0582266,0,One-Time Browsers,2,0.0,0.0,2
U1134238,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1084760,0,One-Time Browsers,1,0.0,0.0,1
U0678957,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0248105,1,One-Time Browsers,4,0.0,0.0,4
U1017418,0,One-Time Browsers,1,0.0,0.0,1
U0112353,0,One-Time Browsers,1,0.0,0.0,1
U1034853,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1187720,0,One-Time Browsers,2,0.0,0.0,2
U1057833,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0397109,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0985557,1,One-Time Browsers,2,0.0,0.0,2
U0766735,1,One-Time Browsers,3,0.0,0.0,3
U0599472,0,One-Time Browsers,2,0.0,0.0,2
U1054821,0,One-Time Browsers,2,0.0,0.0,2
U1031675,0,One-Time Browsers,1,0.0,0.0,1
U1067478,1,One-Time Browsers,2,0.0,0.0,2
U0083945,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0713349,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0172143,0,One-Time Browsers,2,0.0,0.0,2
U0531828,1,One-Time Browsers,1,0.0,0.0,1
U0481171,1,One-Time Browsers,3,0.0,0.0,3
U0098350,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0194060,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1173206,1,One-Time Browsers,4,0.0,0.0,4
U0650269,0,One-Time Browsers,2,0.0,0.0,2
U1137418,0,One-Time Browsers,1,0.0,0.0,1
U1062197,0,One-Time Browsers,2,0.0,0.0,2
U0023070,1,One-Time Browsers,3,0.0,0.0,3
U0221422,0,One-Time Browsers,1,0.0,0.0,1
U0415451,0,One-Time Browsers,1,0.0,0.0,1
U0874730,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0804926,0,One-Time Browsers,1,0.0,0.0,1
U1054226,0,One-Time Browsers,2,0.0,0.0,2
U0861833,1,One-Time Browsers,2,0.0,0.0,2
U0489728,0,One-Time Browsers,1,0.0,0.0,1
U0570767,0,One-Time Browsers,1,0.0,0.0,1
U0125298,2,Window Shoppers (Retargetable),3,0.0,0.0,2
U0814514,1,One-Time Browsers,3,0.0,0.0,3
U0855126,1,One-Time Browsers,4,0.0,0.0,4
U0306164,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0124504,1,One-Time Browsers,2,0.0,0.0,2
U0332889,1,One-Time Browsers,4,0.0,0.0,4
U0697567,1,One-Time Browsers,4,0.0,0.0,4
U0191748,1,One-Time Browsers,1,0.0,0.0,1
U1179163,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0096369,1,One-Time Browsers,4,0.0,0.0,4
U1055705,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0321105,0,One-Time Browsers,1,0.0,0.0,1
U0860392,1,One-Time Browsers,1,0.0,0.0,1
U0303713,0,One-Time Browsers,2,0.0,0.0,2
U0981599,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0688131,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1123447,1,One-Time Browsers,2,0.0,0.0,2
U0559967,1,One-Time Browsers,3,0.0,0.0,3
U0682131,0,One-Time Browsers,2,0.0,0.0,2
U1146084,1,One-Time Browsers,1,0.0,0.0,1
U0957395,0,One-Time Browsers,1,0.0,0.0,1
U0207179,0,One-Time Browsers,2,0.0,0.0,2
U0396036,0,One-Time Browsers,1,0.0,0.0,1
U0345353,1,One-Time Browsers,1,0.0,0.0,1
U1188461,1,One-Time Browsers,2,0.0,0.0,2
U1035735,1,One-Time Browsers,1,0.0,0.0,1
U0296093,0,One-Time Browsers,2,0.0,0.0,2
U0763315,0,One-Time Browsers,2,0.0,0.0,2
U0631275,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0239539,3,High-Value Loyal Buyers,1,1.0,1276.73,1
U0224870,0,One-Time Browsers,1,0.0,0.0,1
U0442016,0,One-Time Browsers,1,0.0,0.0,1
U0565250,1,One-Time Browsers,1,0.0,0.0,1
U0102370,0,One-Time Browsers,1,0.0,0.0,1
U0136681,0,One-Time Browsers,1,0.0,0.0,1
U0687340,1,One-Time Browsers,2,0.0,0.0,2
U0858828,1,One-Time Browsers,1,0.0,0.0,1
U0925981,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1173958,1,One-Time Browsers,4,0.0,0.0,4
U0258366,1,One-Time Browsers,2,0.0,0.0,2
